# ----------------------------------------
# Master
# Channels
# 20220601-20220615
# ----------------------------------------

Default Channel Grouping,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Link Click - Apply (Goal 13 Conversion Rate),Link Click - Apply (Goal 13 Completions),Link Click - Apply (Goal 13 Value)
Organic Search,"5,785","4,760","7,502",16.05%,1.88,00:02:35,1.88%,141,$0.00
Direct,"3,932","3,663","4,881",40.09%,1.70,00:01:54,1.56%,76,$0.00
Display,"3,704","3,596","4,002",84.08%,1.03,00:00:10,0.00%,0,$0.00
Paid Search,"2,885","2,525","3,847",55.55%,1.63,00:01:08,1.95%,75,$0.00
(Other),"1,149","1,047","1,332",26.50%,1.24,00:01:36,0.23%,3,$0.00
Referral,378,308,464,33.62%,1.77,00:02:31,1.51%,7,$0.00
Email,325,238,540,39.07%,1.55,00:02:00,0.56%,3,$0.00
Social,228,204,247,19.84%,1.19,00:01:26,0.40%,1,$0.00
,"18,386","16,341","22,815",41.34%,1.60,00:01:41,1.34%,306,$0.00

Day Index,Users
6/1/22,"1,401"
6/2/22,"1,667"
6/3/22,"1,489"
6/4/22,"1,015"
6/5/22,924
6/6/22,"1,639"
6/7/22,"1,403"
6/8/22,"1,285"
6/9/22,"1,472"
6/10/22,"1,487"
6/11/22,"1,124"
6/12/22,968
6/13/22,"1,373"
6/14/22,"1,449"
6/15/22,"1,660"
,"20,356"
