# ----------------------------------------
# daniels.du.edu
# Landing Pages
# 20220821-20220827
# ----------------------------------------

Landing Page,Sessions,% New Sessions,New Users,Bounce Rate,Pages / Session,Avg. Session Duration,Grad Apply (Goal 3 Conversion Rate),Grad Apply (Goal 3 Completions),Grad Apply (Goal 3 Value)
daniels.du.edu/ocm/brand-toolkit/,60,38.33%,23,15.00%,1.65,00:02:35,0.00%,0,$0.00
daniels.du.edu/digital-leadership/,53,69.81%,37,77.36%,1.09,00:00:58,0.00%,0,$0.00
daniels.du.edu/directory/glenn-mueller/,49,79.59%,39,8.16%,1.51,00:01:57,0.00%,0,$0.00
daniels.du.edu/graduate-admissions/tuition-and-aid/,49,53.06%,26,10.20%,1.92,00:03:00,4.08%,2,$0.00
daniels.du.edu/blog/daniels-events/summer-base-camp-the-final-pitch/,48,64.58%,31,14.58%,1.06,00:00:41,0.00%,0,$0.00
daniels.du.edu/blog/three-ways-to-be-a-great-team-leader-in-2022/,48,85.42%,41,25.00%,1.10,00:01:13,0.00%,0,$0.00
daniels.du.edu/career-services/,43,53.49%,23,18.60%,2.02,00:04:00,0.00%,0,$0.00
daniels.du.edu/hospitality-management/meet-our-team/,43,88.37%,38,20.93%,2.40,00:03:20,4.65%,2,$0.00
daniels.du.edu/student-organizations/,39,64.10%,25,5.13%,1.90,00:03:10,2.56%,1,$0.00
daniels.du.edu/undergraduate-programs/,38,68.42%,26,34.21%,2.39,00:01:58,5.26%,2,$0.00
daniels.du.edu/blog/philanthropy-in-2022-propels-du-forward/,37,70.27%,26,67.57%,1.16,00:00:29,0.00%,0,$0.00
daniels.du.edu/burns-school/bachelors/,37,51.35%,19,10.81%,1.84,00:02:33,5.41%,2,$0.00
daniels.du.edu/blog/higher-ed-2-0/,36,69.44%,25,52.78%,1.67,00:01:26,0.00%,0,$0.00
daniels.du.edu/entrepreneurship/,36,61.11%,22,27.78%,2.22,00:05:01,2.78%,1,$0.00
daniels.du.edu/executive-education/workshops/denver-leadership-experience/,36,63.89%,23,27.78%,2.03,00:02:33,0.00%,0,$0.00
daniels.du.edu/directory/,34,29.41%,10,5.88%,3.47,00:04:20,0.00%,0,$0.00
daniels.du.edu/entrepreneurship/events/entrepreneurship-week/,34,29.41%,10,14.71%,1.18,00:02:22,0.00%,0,$0.00
daniels.du.edu/finance/bachelors/,34,79.41%,27,8.82%,2.35,00:03:00,0.00%,0,$0.00
daniels.du.edu/blog/top-4-reasons-you-should-donate-to-your-alma-mater/,33,90.91%,30,9.09%,1.12,00:02:25,0.00%,0,$0.00
daniels.du.edu/international-business/,33,87.88%,29,21.21%,2.00,00:02:02,3.03%,1,$0.00
daniels.du.edu/undergraduate-programs/academics/,32,50.00%,16,15.62%,2.22,00:01:30,0.00%,0,$0.00
daniels.du.edu/blog/mean-business-executive/,31,93.55%,29,29.03%,1.10,00:00:48,0.00%,0,$0.00
daniels.du.edu/finance/,31,58.06%,18,19.35%,3.71,00:04:45,0.00%,0,$0.00
daniels.du.edu/accountancy/bachelors/,30,80.00%,24,6.67%,2.73,00:03:13,0.00%,0,$0.00
daniels.du.edu/directory/charles-dhanaraj/,30,83.33%,25,6.67%,1.57,00:02:21,0.00%,0,$0.00
daniels.du.edu/executive-education/workshops/public-safety-leadership/,30,60.00%,18,46.67%,1.27,00:01:16,0.00%,0,$0.00
daniels.du.edu/blog/1m-gift-launches-first-family-business-program-in-higher-education-in-colorado-region/,29,93.10%,27,100.00%,1.00,00:00:00,0.00%,0,$0.00
daniels.du.edu/business-information-analytics/bachelors/,29,55.17%,16,6.90%,2.24,00:04:11,0.00%,0,$0.00
daniels.du.edu/executive-education/workshops/insights-discovery/,27,77.78%,21,51.85%,1.22,00:00:53,0.00%,0,$0.00
daniels.du.edu/finance/faculty-staff/,27,55.56%,15,14.81%,3.37,00:02:18,0.00%,0,$0.00
daniels.du.edu/hospitality-management/beans-cafe/,27,74.07%,20,14.81%,1.44,00:02:02,7.41%,2,$0.00
daniels.du.edu/burns-video-hub/,26,96.15%,25,73.08%,1.08,00:00:02,0.00%,0,$0.00
daniels.du.edu/events/,26,46.15%,12,23.08%,1.23,00:00:17,0.00%,0,$0.00
daniels.du.edu/blog/a-day-in-the-life-of-a-sprint/,22,77.27%,17,45.45%,1.36,00:00:49,0.00%,0,$0.00
daniels.du.edu/blog/du-releases-2021-first-destination-outcomes-report/,22,77.27%,17,0.00%,1.00,00:00:40,0.00%,0,$0.00
daniels.du.edu/directory/yashar-atefi/,22,22.73%,5,4.55%,1.55,00:07:25,0.00%,0,$0.00
daniels.du.edu/executive-education/bailey-program-family-enterprise/,21,95.24%,20,76.19%,1.38,00:00:24,0.00%,0,$0.00
daniels.du.edu/marketing/faculty-staff/,21,71.43%,15,4.76%,5.52,00:08:47,4.76%,1,$0.00
daniels.du.edu/blog/electronic-word-of-mouth-what-marketers-need-to-know/,20,100.00%,20,55.00%,1.00,00:01:20,0.00%,0,$0.00
daniels.du.edu/blog/executive-mba-alumna-knows-no-limits/,20,85.00%,17,30.00%,1.10,00:01:53,0.00%,0,$0.00
daniels.du.edu/blog/top-three-things-youll-gain-masters-finance/,20,100.00%,20,20.00%,1.50,00:02:19,0.00%,0,$0.00
daniels.du.edu/executive-education/,20,55.00%,11,5.00%,2.95,00:03:58,0.00%,0,$0.00
daniels.du.edu/blog/how-executive-education-short-courses-help-mid-career-professionals/,19,68.42%,13,21.05%,1.84,00:02:11,0.00%,0,$0.00
daniels.du.edu/blog/,18,38.89%,7,27.78%,2.83,00:06:16,0.00%,0,$0.00
daniels.du.edu/blog/from-psychology-major-to-project-manager/,18,88.89%,16,22.22%,1.00,00:00:38,0.00%,0,$0.00
daniels.du.edu/marketing/,18,77.78%,14,0.00%,5.11,00:03:35,0.00%,0,$0.00
daniels.du.edu/marketing/bachelors/,18,83.33%,15,5.56%,1.67,00:06:09,5.56%,1,$0.00
daniels.du.edu/accountancy/,17,82.35%,14,11.76%,2.47,00:02:55,0.00%,0,$0.00
daniels.du.edu/blog/qa-impact-of-the-coronavirus-pandemic-on-the-hospitality-industry/,17,88.24%,15,5.88%,1.00,00:00:59,0.00%,0,$0.00
daniels.du.edu/danielsparking/,17,17.65%,3,11.76%,4.71,00:12:28,0.00%,0,$0.00
daniels.du.edu/ocm/,15,20.00%,3,0.00%,5.20,00:05:00,0.00%,0,$0.00
daniels.du.edu/request-info-form/,15,80.00%,12,20.00%,1.87,00:06:06,13.33%,2,$0.00
daniels.du.edu/undergraduate-programs/admission/,15,46.67%,7,13.33%,1.67,00:04:13,6.67%,1,$0.00
daniels.du.edu/blog/best-places-to-start-a-business-in-colorado/,14,100.00%,14,50.00%,1.00,00:00:57,0.00%,0,$0.00
daniels.du.edu/business-information-analytics/,14,57.14%,8,7.14%,2.50,00:05:21,0.00%,0,$0.00
daniels.du.edu/directory/donald-bergh/,14,57.14%,8,28.57%,2.50,00:06:41,0.00%,0,$0.00
daniels.du.edu/executive-education/workshops/accelerated-leadership-experience/,14,92.86%,13,42.86%,1.14,00:00:31,0.00%,0,$0.00
daniels.du.edu/voe/voe-podcast/,14,28.57%,4,21.43%,3.57,00:07:03,0.00%,0,$0.00
daniels.du.edu/blog/base-camp-bootcamp-for-du-entrepreneurs/,13,84.62%,11,7.69%,1.69,00:02:02,0.00%,0,$0.00
daniels.du.edu/business-information-analytics/certificates/,13,69.23%,9,7.69%,1.85,00:03:00,0.00%,0,$0.00
daniels.du.edu/career-services/services-resources/,13,23.08%,3,15.38%,1.23,00:02:34,7.69%,1,$0.00
daniels.du.edu/directory/andrew-schnackenberg/,13,100.00%,13,92.31%,1.00,00:00:01,0.00%,0,$0.00
daniels.du.edu/entrepreneurship/pioneer-venture-group/,13,53.85%,7,61.54%,1.15,00:00:43,7.69%,1,$0.00
daniels.du.edu/executive-education/workshops/digital-marketing/,13,46.15%,6,23.08%,1.85,00:02:32,0.00%,0,$0.00
daniels.du.edu/finance/certificates/,13,84.62%,11,30.77%,2.23,00:04:18,7.69%,1,$0.00
daniels.du.edu/student-profiles/elisa-evans-cunningham/,13,92.31%,12,7.69%,1.00,00:00:56,0.00%,0,$0.00
daniels.du.edu/undergraduate-programs/four-plus-one/,13,53.85%,7,0.00%,5.08,00:05:49,7.69%,1,$0.00
daniels.du.edu/about/,12,50.00%,6,16.67%,1.42,00:05:12,0.00%,0,$0.00
daniels.du.edu/blog/impact-of-the-coronavirus-pandemic-on-marketing/,12,100.00%,12,25.00%,1.08,00:02:48,0.00%,0,$0.00
daniels.du.edu/blog/restaurants-ambiance-service-important-food-quality/,12,91.67%,11,33.33%,1.08,00:01:56,0.00%,0,$0.00
daniels.du.edu/denver-mba/curriculum/,12,25.00%,3,8.33%,2.33,00:07:47,8.33%,1,$0.00
daniels.du.edu/directory/corey-ciocchetti/,12,91.67%,11,16.67%,1.08,00:00:34,0.00%,0,$0.00
daniels.du.edu/executive-education/webinars/,12,66.67%,8,50.00%,1.17,00:00:23,0.00%,0,$0.00
daniels.du.edu/executive-education/workshops/,12,25.00%,3,25.00%,3.50,00:03:08,0.00%,0,$0.00
daniels.du.edu/executive-education/workshops/strategic-data/,12,83.33%,10,33.33%,1.58,00:01:21,0.00%,0,$0.00
daniels.du.edu/graduate-certificates/,12,66.67%,8,16.67%,2.17,00:01:05,8.33%,1,$0.00
daniels.du.edu/management/bachelors/,12,83.33%,10,8.33%,2.33,00:01:40,0.00%,0,$0.00
daniels.du.edu/about/leadership/,11,90.91%,10,27.27%,1.73,00:04:40,0.00%,0,$0.00
daniels.du.edu/accountancy/faculty-staff/,11,72.73%,8,27.27%,2.73,00:01:44,0.00%,0,$0.00
daniels.du.edu/blog/the-four-disciplines-of-organizational-health/,11,90.91%,10,9.09%,1.09,00:00:51,0.00%,0,$0.00
,"6,571",67.62%,"4,443",22.08%,2.02,00:02:43,1.92%,126,$0.00

Day Index,Sessions
8/21/22,656
8/22/22,"1,165"
8/23/22,"1,011"
8/24/22,"1,144"
8/25/22,"1,054"
8/26/22,956
8/27/22,585
,"6,571"
