# ----------------------------------------
# daniels.du.edu
# Landing Pages
# 20220724-20220730
# ----------------------------------------

Landing Page,Sessions,% New Sessions,New Users,Bounce Rate,Pages / Session,Avg. Session Duration,Grad Apply (Goal 3 Conversion Rate),Grad Apply (Goal 3 Completions),Grad Apply (Goal 3 Value)
daniels.du.edu/burns-school/bachelors/,22,63.64%,14,13.64%,2.73,00:02:56,0.00%,0,$0.00
daniels.du.edu/marketing/bachelors/,22,77.27%,17,4.55%,1.95,00:02:15,4.55%,1,$0.00
daniels.du.edu/blog/top-three-things-youll-gain-masters-finance/,21,90.48%,19,0.00%,1.29,00:01:52,0.00%,0,$0.00
daniels.du.edu/directory/shahram-amini/,21,42.86%,9,28.57%,1.43,00:08:43,0.00%,0,$0.00
daniels.du.edu/international-business/,21,76.19%,16,4.76%,2.33,00:02:48,0.00%,0,$0.00
daniels.du.edu/undergraduate-programs/admission/,20,65.00%,13,10.00%,2.35,00:04:42,5.00%,1,$0.00
daniels.du.edu/blog/,19,10.53%,2,10.53%,3.79,00:03:58,0.00%,0,$0.00
daniels.du.edu/blog/impact-of-the-coronavirus-pandemic-on-marketing/,19,78.95%,15,31.58%,1.05,00:02:58,0.00%,0,$0.00
daniels.du.edu/directory/charles-dhanaraj/,19,78.95%,15,5.26%,1.68,00:01:23,0.00%,0,$0.00
daniels.du.edu/directory/yashar-atefi/,19,21.05%,4,0.00%,1.47,00:06:43,0.00%,0,$0.00
daniels.du.edu/executive-education/workshops/public-safety-leadership/,19,73.68%,14,0.00%,1.32,00:03:48,0.00%,0,$0.00
daniels.du.edu/mba-comparison/,19,73.68%,14,21.05%,1.79,00:02:50,0.00%,0,$0.00
daniels.du.edu/executive-education/workshops/,18,50.00%,9,38.89%,1.50,00:00:59,0.00%,0,$0.00
daniels.du.edu/finance/,18,77.78%,14,0.00%,2.89,00:02:23,0.00%,0,$0.00
daniels.du.edu/finance/certificates/,18,61.11%,11,5.56%,2.67,00:10:10,22.22%,4,$0.00
daniels.du.edu/recruiters-companies/,18,72.22%,13,83.33%,6.22,00:02:42,0.00%,0,$0.00
daniels.du.edu/blog/hustle-for-every-opportunity/,17,70.59%,12,5.88%,1.29,00:01:34,0.00%,0,$0.00
daniels.du.edu/burns-video-hub/,17,88.24%,15,64.71%,1.06,00:01:25,0.00%,0,$0.00
daniels.du.edu/business-information-analytics/certificates/,16,81.25%,13,6.25%,1.94,00:04:43,0.00%,0,$0.00
daniels.du.edu/hospitality-management/meet-our-team/,16,87.50%,14,25.00%,1.94,00:03:12,0.00%,0,$0.00
daniels.du.edu/request-info-form/,16,56.25%,9,18.75%,3.06,00:05:50,12.50%,2,$0.00
daniels.du.edu/blog/gary-kelly-chairman-president-and-ceo-of-southwest-airlines-talks-about-success/,15,53.33%,8,0.00%,1.07,00:01:17,0.00%,0,$0.00
daniels.du.edu/executive-education/bailey-program-family-enterprise/,15,80.00%,12,66.67%,1.67,00:01:16,0.00%,0,$0.00
daniels.du.edu/denver-mba/curriculum/,14,42.86%,6,21.43%,1.57,00:00:52,0.00%,0,$0.00
daniels.du.edu/about/,13,30.77%,4,0.00%,1.23,00:02:37,7.69%,1,$0.00
daniels.du.edu/blog/buried-in-plastic/,13,76.92%,10,23.08%,1.00,00:02:18,0.00%,0,$0.00
daniels.du.edu/blog/summer-internship-goals-and-expectations-by-rebecca-damas/,13,92.31%,12,7.69%,1.00,00:01:34,0.00%,0,$0.00
daniels.du.edu/directory/ana-babic-rosario/,13,61.54%,8,23.08%,1.54,00:06:53,0.00%,0,$0.00
daniels.du.edu/directory/eric-holt/,13,53.85%,7,0.00%,1.77,00:01:34,0.00%,0,$0.00
daniels.du.edu/directory/lijia-karen-xie/,13,76.92%,10,7.69%,1.00,00:00:17,0.00%,0,$0.00
daniels.du.edu/executive-education/workshops/finance-non-financial-managers/,13,69.23%,9,0.00%,1.38,00:01:46,0.00%,0,$0.00
daniels.du.edu/executive-education/workshops/insights-discovery/,13,61.54%,8,7.69%,1.31,00:01:48,0.00%,0,$0.00
daniels.du.edu/hospitality-management/beans-cafe/,13,84.62%,11,30.77%,1.00,00:00:14,7.69%,1,$0.00
daniels.du.edu/management/bachelors/,13,61.54%,8,7.69%,2.08,00:03:42,0.00%,0,$0.00
daniels.du.edu/career-services/services-resources/,12,0.00%,0,0.00%,11.25,00:24:16,0.00%,0,$0.00
daniels.du.edu/directory/corey-ciocchetti/,12,41.67%,5,16.67%,1.33,00:05:08,0.00%,0,$0.00
daniels.du.edu/events/,12,25.00%,3,16.67%,2.42,00:01:52,0.00%,0,$0.00
daniels.du.edu/blog/from-psychology-major-to-project-manager/,11,100.00%,11,0.00%,1.00,00:01:14,0.00%,0,$0.00
daniels.du.edu/business-ethics-legal-studies/,11,45.45%,5,0.00%,6.64,00:03:52,0.00%,0,$0.00
daniels.du.edu/business-information-analytics/,11,54.55%,6,18.18%,2.27,00:01:46,0.00%,0,$0.00
daniels.du.edu/directory/glenn-mueller/,11,81.82%,9,0.00%,1.55,00:01:49,0.00%,0,$0.00
daniels.du.edu/undergraduate-programs/meet-our-team/,11,45.45%,5,18.18%,1.45,00:01:22,0.00%,0,$0.00
daniels.du.edu/blog/electronic-word-of-mouth-what-marketers-need-to-know/,10,80.00%,8,20.00%,1.30,00:04:27,0.00%,0,$0.00
daniels.du.edu/directory/kent-bradley/,10,90.00%,9,10.00%,1.10,00:02:21,0.00%,0,$0.00
daniels.du.edu/entrepreneurship/base-camp/,10,60.00%,6,20.00%,1.30,00:00:21,0.00%,0,$0.00
daniels.du.edu/entrepreneurship/pioneer-venture-group/,10,70.00%,7,30.00%,1.30,00:00:50,0.00%,0,$0.00
daniels.du.edu/blog/great-music-in-advertising-a-couple-of-70s-beer-classics/,9,100.00%,9,11.11%,1.00,00:00:25,0.00%,0,$0.00
daniels.du.edu/blog/qa-impact-of-the-coronavirus-pandemic-on-the-hospitality-industry/,9,100.00%,9,55.56%,1.00,00:00:34,0.00%,0,$0.00
daniels.du.edu/directory/bhaskaran-swaminathan/,9,100.00%,9,11.11%,1.22,00:00:20,0.00%,0,$0.00
daniels.du.edu/executive-education/cpw-alumni-development-program-registration/,9,100.00%,9,0.00%,1.11,00:00:22,0.00%,0,$0.00
daniels.du.edu/graduate-admissions/contact-us/,9,44.44%,4,11.11%,1.78,00:01:24,0.00%,0,$0.00
daniels.du.edu/management/faculty-staff/,9,66.67%,6,0.00%,3.33,00:07:01,0.00%,0,$0.00
daniels.du.edu/programs/,9,77.78%,7,11.11%,2.78,00:01:47,0.00%,0,$0.00
daniels.du.edu/accountancy/student-experience/,8,100.00%,8,25.00%,1.25,00:02:00,0.00%,0,$0.00
daniels.du.edu/blog/8-questions-ask-business-school-visit/,8,100.00%,8,0.00%,1.12,00:03:28,0.00%,0,$0.00
daniels.du.edu/blog/self-care-in-startups/,8,62.50%,5,25.00%,1.12,00:04:27,0.00%,0,$0.00
daniels.du.edu/blog/top-5-bubble-tea-shops-around-du/,8,50.00%,4,25.00%,1.12,00:00:40,0.00%,0,$0.00
daniels.du.edu/burns-school/support/collaboratory/,8,25.00%,2,50.00%,1.38,00:01:45,0.00%,0,$0.00
daniels.du.edu/directory/bryan-ritz/,8,100.00%,8,0.00%,1.00,00:00:03,0.00%,0,$0.00
daniels.du.edu/directory/cappy-shopneck/,8,100.00%,8,0.00%,1.00,00:00:19,0.00%,0,$0.00
,"5,650",68.25%,"3,856",20.00%,2.10,00:02:37,1.89%,107,$0.00

Day Index,Sessions
7/24/22,494
7/25/22,897
7/26/22,939
7/27/22,927
7/28/22,"1,148"
7/29/22,781
7/30/22,464
,"5,650"
