# ----------------------------------------
# daniels.du.edu
# Landing Pages
# 20220710-20220716
# ----------------------------------------

Landing Page,Sessions,% New Sessions,New Users,Bounce Rate,Pages / Session,Avg. Session Duration,Grad Apply (Goal 3 Conversion Rate),Grad Apply (Goal 3 Completions),Grad Apply (Goal 3 Value)
daniels.du.edu/programs/,16,75.00%,12,25.00%,3.81,00:04:53,0.00%,0,$0.00
daniels.du.edu/blog/emotions-have-surprising-influence-on-leadership-and-life/,15,66.67%,10,0.00%,1.07,00:01:05,0.00%,0,$0.00
daniels.du.edu/business-information-analytics/,15,20.00%,3,46.67%,1.40,00:01:14,0.00%,0,$0.00
daniels.du.edu/finance/,15,53.33%,8,6.67%,2.73,00:02:55,6.67%,1,$0.00
daniels.du.edu/executive-education/workshops/,14,14.29%,2,21.43%,1.21,00:06:53,0.00%,0,$0.00
daniels.du.edu/executive-education/workshops/public-safety-leadership/,14,57.14%,8,0.00%,1.57,00:02:50,0.00%,0,$0.00
daniels.du.edu/retiring-faculty/,14,85.71%,12,0.00%,1.57,00:01:37,0.00%,0,$0.00
daniels.du.edu/accountancy/,13,61.54%,8,0.00%,7.77,00:10:06,0.00%,0,$0.00
daniels.du.edu/blog/daniels-alumnus-shares-extensive-asian-art-collection-love-of-history-in-first-public-exhibit/,13,69.23%,9,76.92%,1.31,00:00:50,0.00%,0,$0.00
daniels.du.edu/burns-school/support/collaboratory/,13,61.54%,8,38.46%,1.85,00:00:48,0.00%,0,$0.00
daniels.du.edu/hospitality-management/beans-cafe/,13,69.23%,9,23.08%,1.92,00:01:09,0.00%,0,$0.00
daniels.du.edu/management/faculty-staff/,13,69.23%,9,15.38%,2.15,00:01:59,0.00%,0,$0.00
daniels.du.edu/student-organizations/,13,38.46%,5,7.69%,1.62,00:02:09,0.00%,0,$0.00
daniels.du.edu/danielsparking/,12,0.00%,0,0.00%,2.67,00:06:33,0.00%,0,$0.00
daniels.du.edu/directory/vivek-choudhury/,12,58.33%,7,0.00%,2.33,00:04:13,0.00%,0,$0.00
daniels.du.edu/executive-education/cpw-alumni-development-program-registration/,12,75.00%,9,0.00%,1.17,00:01:17,0.00%,0,$0.00
daniels.du.edu/executive-education/webinars/,12,75.00%,9,8.33%,1.67,00:02:25,0.00%,0,$0.00
daniels.du.edu/finance/certificates/,12,83.33%,10,8.33%,1.25,00:01:28,0.00%,0,$0.00
daniels.du.edu/graduate-admissions/tuition-and-aid/scholarships/,12,41.67%,5,8.33%,2.50,00:03:02,8.33%,1,$0.00
daniels.du.edu/undergraduate-programs/meet-our-team/,12,50.00%,6,25.00%,2.00,00:01:28,0.00%,0,$0.00
daniels.du.edu/blog/qa-politics-and-ethics-in-business/,11,81.82%,9,54.55%,1.00,00:00:07,0.00%,0,$0.00
daniels.du.edu/denver-mba/curriculum/,11,36.36%,4,0.00%,1.91,00:02:25,36.36%,4,$0.00
daniels.du.edu/directory/ana-babic-rosario/,11,63.64%,7,0.00%,1.09,00:02:49,0.00%,0,$0.00
daniels.du.edu/executive-education/workshops/digital-marketing/,11,54.55%,6,9.09%,1.55,00:03:05,0.00%,0,$0.00
daniels.du.edu/graduate-certificates/,11,36.36%,4,18.18%,2.27,00:01:52,0.00%,0,$0.00
daniels.du.edu/recruiters-companies/,11,54.55%,6,45.45%,2.18,00:00:46,0.00%,0,$0.00
daniels.du.edu/blog/behavioral-portfolio-management-an-alternative-to-modern-portfolio-theory/,10,80.00%,8,0.00%,1.00,00:02:52,0.00%,0,$0.00
daniels.du.edu/blog/best-places-to-start-a-business-in-colorado/,10,100.00%,10,20.00%,1.00,00:00:54,0.00%,0,$0.00
daniels.du.edu/blog/qa-impact-of-the-coronavirus-pandemic-on-the-hospitality-industry/,10,80.00%,8,20.00%,1.20,00:02:22,0.00%,0,$0.00
daniels.du.edu/blog/summer-internship-goals-and-expectations-by-rebecca-damas/,10,100.00%,10,0.00%,1.00,00:00:28,0.00%,0,$0.00
daniels.du.edu/blog/top-three-things-youll-gain-masters-finance/,10,100.00%,10,30.00%,1.40,00:00:34,0.00%,0,$0.00
daniels.du.edu/business-information-analytics/certificates/,10,70.00%,7,0.00%,1.70,00:02:54,10.00%,1,$0.00
daniels.du.edu/directory/andrew-schnackenberg/,10,100.00%,10,10.00%,1.30,00:00:44,0.00%,0,$0.00
daniels.du.edu/directory/bryan-ritz/,10,90.00%,9,0.00%,1.10,00:00:17,0.00%,0,$0.00
daniels.du.edu/directory/lijia-karen-xie/,10,80.00%,8,0.00%,1.30,00:01:10,0.00%,0,$0.00
daniels.du.edu/directory/tricia-olsen/,10,70.00%,7,20.00%,1.20,00:02:14,0.00%,0,$0.00
daniels.du.edu/executive-mba/faculty-staff/,10,60.00%,6,0.00%,1.70,00:01:04,0.00%,0,$0.00
daniels.du.edu/international-business/,10,90.00%,9,10.00%,1.60,00:04:01,0.00%,0,$0.00
daniels.du.edu/invest-in-daniels/,10,60.00%,6,20.00%,1.00,00:01:11,0.00%,0,$0.00
daniels.du.edu/ocm/,10,20.00%,2,10.00%,5.80,00:03:40,0.00%,0,$0.00
daniels.du.edu/undergraduate-programs/four-plus-one/,10,80.00%,8,10.00%,1.30,00:00:44,0.00%,0,$0.00
,"6,247",66.27%,"4,140",29.79%,1.86,00:02:18,2.03%,127,$0.00

Day Index,Sessions
7/10/22,582
7/11/22,"1,053"
7/12/22,"1,040"
7/13/22,"1,039"
7/14/22,"1,148"
7/15/22,862
7/16/22,523
,"6,247"
