# ----------------------------------------
# daniels.du.edu
# Landing Pages
# 20220828-20220903
# ----------------------------------------

Landing Page,Sessions,% New Sessions,New Users,Bounce Rate,Pages / Session,Avg. Session Duration,Grad Apply (Goal 3 Conversion Rate),Grad Apply (Goal 3 Completions),Grad Apply (Goal 3 Value)
daniels.du.edu/,421,56.06%,236,8.79%,3.82,00:04:46,4.75%,20,$0.00
daniels.du.edu/digital-leadership/,239,91.63%,219,53.97%,1.21,00:00:20,1.26%,3,$0.00
daniels.du.edu/daniels-instagram-feed-single-carousel/,226,15.49%,35,0.00%,1.03,00:00:24,0.00%,0,$0.00
daniels.du.edu/burns-school/masters/,178,72.47%,129,47.19%,1.99,00:02:29,5.06%,9,$0.00
daniels.du.edu/blog/alum-creates-endowed-scholarship-to-honor-mba-grad/,177,80.79%,143,21.47%,1.10,00:01:10,0.00%,0,$0.00
daniels.du.edu/denver-mba/,176,74.43%,131,31.82%,3.33,00:05:33,4.55%,8,$0.00
daniels.du.edu/business-information-analytics/masters/,149,63.09%,94,22.15%,2.85,00:05:36,8.72%,13,$0.00
daniels.du.edu/burns-school/,141,71.63%,101,22.70%,2.45,00:01:43,0.71%,1,$0.00
daniels.du.edu/graduate-admissions/,124,41.94%,52,29.84%,1.80,00:04:07,18.55%,23,$0.00
daniels.du.edu/blog/why-seminars-and-workshops-are-important-to-the-graduate-experience/,115,90.43%,104,16.52%,1.05,00:01:29,0.00%,0,$0.00
(not set),112,10.71%,12,0.00%,0.00,00:00:23,3.57%,4,$0.00
daniels.du.edu/programs/mba-landing/,106,75.47%,80,54.72%,1.74,00:01:27,4.72%,5,$0.00
daniels.du.edu/executive-phd/,104,78.85%,82,8.65%,5.16,00:05:47,3.85%,4,$0.00
daniels.du.edu/finance/masters/,99,73.74%,73,50.51%,2.00,00:03:03,3.03%,3,$0.00
daniels.du.edu/hospitality-management/,77,74.03%,57,20.78%,2.26,00:02:30,3.90%,3,$0.00
daniels.du.edu/marketing/masters/,73,79.45%,58,39.73%,1.99,00:02:57,5.48%,4,$0.00
daniels.du.edu/executive-mba/,62,74.19%,46,46.77%,1.73,00:00:47,3.23%,2,$0.00
daniels.du.edu/ocm/brand-toolkit/,62,25.81%,16,20.97%,1.50,00:02:20,0.00%,0,$0.00
daniels.du.edu/blog/du-field-notes-five-day-trips-for-your-next-getaway/,60,83.33%,50,18.33%,1.13,00:00:50,0.00%,0,$0.00
daniels.du.edu/professional-mba/,59,59.32%,35,23.73%,3.71,00:05:38,3.39%,2,$0.00
daniels.du.edu/career-services/,56,35.71%,20,14.29%,1.80,00:02:29,1.79%,1,$0.00
daniels.du.edu/blog/barb-jackson-retires-from-burns-school/,48,89.58%,43,52.08%,1.25,00:01:44,0.00%,0,$0.00
daniels.du.edu/directory/,47,27.66%,13,2.13%,4.72,00:03:40,2.13%,1,$0.00
daniels.du.edu/accountancy/masters/,45,71.11%,32,13.33%,2.51,00:03:30,6.67%,3,$0.00
daniels.du.edu/management/masters/,44,86.36%,38,77.27%,1.07,00:00:08,0.00%,0,$0.00
daniels.du.edu/blog/mean-business-executive/,41,92.68%,38,29.27%,1.07,00:01:42,0.00%,0,$0.00
daniels.du.edu/graduate-admissions/tuition-and-aid/,40,67.50%,27,12.50%,1.52,00:00:58,0.00%,0,$0.00
daniels.du.edu/blog/difference-professional-executive-mba/,38,76.32%,29,10.53%,1.26,00:01:56,0.00%,0,$0.00
daniels.du.edu/blog/1m-gift-launches-first-family-business-program-in-higher-education-in-colorado-region/,36,97.22%,35,100.00%,1.00,00:00:00,0.00%,0,$0.00
daniels.du.edu/blog/top-4-reasons-you-should-donate-to-your-alma-mater/,36,80.56%,29,11.11%,1.03,00:01:43,0.00%,0,$0.00
daniels.du.edu/blog/daniels-events/summer-base-camp-the-final-pitch/,35,51.43%,18,22.86%,1.17,00:01:06,0.00%,0,$0.00
daniels.du.edu/entrepreneurship/,35,40.00%,14,17.14%,2.60,00:02:43,2.86%,1,$0.00
daniels.du.edu/hospitality-management/meet-our-team/,35,80.00%,28,17.14%,2.49,00:02:52,2.86%,1,$0.00
daniels.du.edu/executive-education/,33,45.45%,15,9.09%,4.06,00:04:55,0.00%,0,$0.00
daniels.du.edu/executive-education/workshops/public-safety-leadership/,33,51.52%,17,30.30%,1.15,00:02:25,0.00%,0,$0.00
daniels.du.edu/blog/minimalist-college-student-5-packing-tips/,32,87.50%,28,25.00%,1.00,00:02:02,0.00%,0,$0.00
daniels.du.edu/international-business/,32,90.62%,29,21.88%,1.38,00:00:42,0.00%,0,$0.00
daniels.du.edu/marketing/bachelors/,32,75.00%,24,25.00%,1.72,00:03:36,0.00%,0,$0.00
daniels.du.edu/accountancy/bachelors/,31,77.42%,24,3.23%,1.42,00:02:54,0.00%,0,$0.00
daniels.du.edu/hospitality-management/beans-cafe/,31,67.74%,21,19.35%,1.10,00:00:38,9.68%,3,$0.00
daniels.du.edu/executive-education/workshops/denver-leadership-experience/,30,76.67%,23,16.67%,1.63,00:03:02,0.00%,0,$0.00
daniels.du.edu/blog/,28,17.86%,5,7.14%,2.79,00:04:39,0.00%,0,$0.00
daniels.du.edu/directory/yashar-atefi/,28,10.71%,3,0.00%,1.79,00:12:28,0.00%,0,$0.00
daniels.du.edu/finance/,27,81.48%,22,11.11%,4.44,00:03:07,0.00%,0,$0.00
daniels.du.edu/student-organizations/,27,74.07%,20,14.81%,1.48,00:03:00,0.00%,0,$0.00
daniels.du.edu/accountancy/,26,50.00%,13,15.38%,3.31,00:03:25,0.00%,0,$0.00
daniels.du.edu/blog/qa-impact-of-the-coronavirus-pandemic-on-the-hospitality-industry/,26,88.46%,23,7.69%,1.08,00:03:51,0.00%,0,$0.00
daniels.du.edu/denver-mba/curriculum/,26,46.15%,12,15.38%,1.96,00:03:41,0.00%,0,$0.00
daniels.du.edu/finance/faculty-staff/,26,65.38%,17,23.08%,3.04,00:01:45,0.00%,0,$0.00
daniels.du.edu/marketing/,26,50.00%,13,0.00%,3.85,00:05:57,3.85%,1,$0.00
daniels.du.edu/entrepreneurship/pioneer-venture-group/,25,84.00%,21,32.00%,1.16,00:01:10,4.00%,1,$0.00
daniels.du.edu/burns-video-hub/,23,91.30%,21,82.61%,1.04,00:00:01,0.00%,0,$0.00
daniels.du.edu/directory/charles-dhanaraj/,23,60.87%,14,4.35%,1.26,00:04:31,0.00%,0,$0.00
daniels.du.edu/directory/glenn-mueller/,22,59.09%,13,9.09%,1.14,00:00:23,0.00%,0,$0.00
daniels.du.edu/executive-education/workshops/insights-discovery/,22,45.45%,10,27.27%,1.14,00:03:00,0.00%,0,$0.00
daniels.du.edu/finance/bachelors/,21,71.43%,15,0.00%,2.10,00:02:04,0.00%,0,$0.00
daniels.du.edu/ocm/,21,28.57%,6,4.76%,5.00,00:08:58,0.00%,0,$0.00
daniels.du.edu/testwp/denver-mba/,21,28.57%,6,57.14%,3.81,00:10:51,0.00%,0,$0.00
daniels.du.edu/business-information-analytics/bachelors/,20,70.00%,14,0.00%,2.35,00:07:40,0.00%,0,$0.00
daniels.du.edu/marketing/faculty-staff/,20,55.00%,11,15.00%,4.10,00:04:29,0.00%,0,$0.00
daniels.du.edu/burns-school/bachelors/,19,78.95%,15,5.26%,1.53,00:01:12,0.00%,0,$0.00
daniels.du.edu/about/,18,33.33%,6,11.11%,1.61,00:02:53,0.00%,0,$0.00
daniels.du.edu/blog/impact-of-the-coronavirus-pandemic-on-marketing/,18,77.78%,14,33.33%,1.06,00:02:07,0.00%,0,$0.00
daniels.du.edu/business-information-analytics/certificates/,18,61.11%,11,0.00%,3.17,00:04:15,0.00%,0,$0.00
daniels.du.edu/career-services/services-resources/,18,27.78%,5,0.00%,1.28,00:01:46,0.00%,0,$0.00
daniels.du.edu/directory/lijia-karen-xie/,18,72.22%,13,0.00%,1.56,00:01:02,0.00%,0,$0.00
daniels.du.edu/executive-education/bailey-program-family-enterprise/,18,77.78%,14,66.67%,1.39,00:02:47,0.00%,0,$0.00
daniels.du.edu/undergraduate-programs/,18,77.78%,14,5.56%,2.56,00:02:18,0.00%,0,$0.00
daniels.du.edu/undergraduate-programs/four-plus-one/,18,77.78%,14,22.22%,2.44,00:06:01,0.00%,0,$0.00
daniels.du.edu/blog/best-places-to-start-a-business-in-colorado/,17,100.00%,17,41.18%,1.00,00:00:58,0.00%,0,$0.00
daniels.du.edu/blog/higher-ed-2-0/,17,88.24%,15,47.06%,1.53,00:02:53,0.00%,0,$0.00
daniels.du.edu/blog/undergraduate-business-program-named-no-38-in-nation/,17,88.24%,15,29.41%,1.76,00:00:38,5.88%,1,$0.00
daniels.du.edu/executive-education/workshops/finance-non-financial-managers/,16,93.75%,15,56.25%,1.19,00:00:16,0.00%,0,$0.00
daniels.du.edu/directory/ali-besharat/,15,60.00%,9,0.00%,1.67,00:01:39,0.00%,0,$0.00
daniels.du.edu/directory/corey-ciocchetti/,15,86.67%,13,0.00%,1.07,00:02:18,0.00%,0,$0.00
daniels.du.edu/entrepreneurship/events/entrepreneurship-week/,15,6.67%,1,6.67%,2.73,00:09:19,0.00%,0,$0.00
daniels.du.edu/recruiters-companies/,15,26.67%,4,60.00%,1.47,00:00:43,0.00%,0,$0.00
daniels.du.edu/request-info-form/,15,60.00%,9,6.67%,2.73,00:05:50,6.67%,1,$0.00
daniels.du.edu/about/leadership/,14,78.57%,11,7.14%,2.64,00:02:04,0.00%,0,$0.00
daniels.du.edu/directory/ana-babic-rosario/,14,92.86%,13,7.14%,1.29,00:00:40,0.00%,0,$0.00
daniels.du.edu/events/,14,35.71%,5,7.14%,2.64,00:01:59,0.00%,0,$0.00
daniels.du.edu/executive-education/workshops/accelerated-leadership-experience/,13,92.31%,12,23.08%,2.46,00:09:15,0.00%,0,$0.00
daniels.du.edu/executive-education/workshops/data-visualization/,13,61.54%,8,30.77%,1.15,00:02:01,0.00%,0,$0.00
daniels.du.edu/graduate-admissions/tuition-and-aid/scholarships/,13,7.69%,1,0.00%,1.15,00:00:46,15.38%,2,$0.00
daniels.du.edu/management/bachelors/,13,76.92%,10,7.69%,1.85,00:01:51,0.00%,0,$0.00
daniels.du.edu/undergraduate-programs/academics/,13,46.15%,6,0.00%,2.54,00:00:42,0.00%,0,$0.00
daniels.du.edu/accountancy/faculty-staff/,12,66.67%,8,16.67%,4.50,00:04:57,0.00%,0,$0.00
daniels.du.edu/blog/emotions-have-surprising-influence-on-leadership-and-life/,12,83.33%,10,16.67%,1.00,00:01:17,0.00%,0,$0.00
daniels.du.edu/hospitality-management/degree-requirements/,12,66.67%,8,0.00%,2.33,00:01:01,8.33%,1,$0.00
daniels.du.edu/undergraduate-programs/meet-our-team/,12,8.33%,1,8.33%,2.33,00:02:02,0.00%,0,$0.00
daniels.du.edu/blog/electronic-word-of-mouth-what-marketers-need-to-know/,11,72.73%,8,36.36%,1.27,00:04:02,0.00%,0,$0.00
daniels.du.edu/blog/from-psychology-major-to-project-manager/,11,100.00%,11,9.09%,1.27,00:01:01,0.00%,0,$0.00
daniels.du.edu/directory/jack-strauss/,11,54.55%,6,18.18%,1.09,00:00:08,0.00%,0,$0.00
daniels.du.edu/executive-education/webinars/,11,72.73%,8,36.36%,2.27,00:02:23,9.09%,1,$0.00
daniels.du.edu/management/faculty-staff/,11,81.82%,9,0.00%,4.18,00:05:50,0.00%,0,$0.00
daniels.du.edu/sales-leadership-center/,11,36.36%,4,0.00%,2.18,00:01:16,0.00%,0,$0.00
daniels.du.edu/undergraduate-programs/admission/,11,72.73%,8,9.09%,2.45,00:02:38,9.09%,1,$0.00
daniels.du.edu/blog/three-ways-to-be-a-great-team-leader-in-2022/,10,90.00%,9,10.00%,1.00,00:01:14,0.00%,0,$0.00
daniels.du.edu/blog/top-three-things-youll-gain-masters-finance/,10,80.00%,8,30.00%,1.30,00:01:01,0.00%,0,$0.00
daniels.du.edu/graduate-admissions/events/,10,90.00%,9,40.00%,1.80,00:01:21,0.00%,0,$0.00
,"6,696",66.58%,"4,458",21.22%,1.98,00:02:37,2.03%,136,$0.00

Day Index,Sessions
8/28/22,649
8/29/22,"1,229"
8/30/22,"1,227"
8/31/22,"1,164"
9/1/22,"1,045"
9/2/22,861
9/3/22,521
,"6,696"
