# ----------------------------------------
# Master
# Overview
# 20221016-20221031
# ----------------------------------------

Device Category,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Link Click - Apply (Goal 13 Conversion Rate),Link Click - Apply (Goal 13 Completions),Link Click - Apply (Goal 13 Value)
desktop,"11,267","9,490","15,277",27.01%,2.01,00:02:28,1.46%,223,$0.00
mobile,"6,709","6,432","7,889",42.22%,1.42,00:01:17,1.01%,80,$0.00
tablet,451,429,479,74.74%,1.30,00:00:54,0.84%,4,$0.00
,"18,427","16,351","23,645",33.05%,1.80,00:02:03,1.30%,307,$0.00

Day Index,Users
10/16/22,810
10/17/22,"1,531"
10/18/22,"1,500"
10/19/22,"1,757"
10/20/22,"1,542"
10/21/22,"1,323"
10/22/22,740
10/23/22,954
10/24/22,"1,598"
10/25/22,"1,583"
10/26/22,"1,499"
10/27/22,"1,768"
10/28/22,"1,219"
10/29/22,788
10/30/22,816
10/31/22,"1,519"
,"20,947"
