# ----------------------------------------
# Master
# Overview
# 20211016-20211031
# ----------------------------------------

Device Category,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Link Click - Apply (Goal 13 Conversion Rate),Link Click - Apply (Goal 13 Completions),Link Click - Apply (Goal 13 Value)
desktop,"12,345","10,472","16,296",31.14%,1.88,00:02:18,0.20%,33,$0.00
mobile,"11,104","10,825","13,447",57.75%,1.39,00:01:05,0.11%,15,$0.00
tablet,406,385,472,54.45%,1.55,00:01:25,0.00%,0,$0.00
,"23,855","21,682","30,215",43.34%,1.66,00:01:45,0.16%,48,$0.00

Day Index,Users
10/16/21,"1,132"
10/17/21,"1,302"
10/18/21,"2,085"
10/19/21,"2,125"
10/20/21,"2,122"
10/21/21,"1,964"
10/22/21,"1,542"
10/23/21,"1,143"
10/24/21,"1,247"
10/25/21,"2,093"
10/26/21,"2,020"
10/27/21,"2,050"
10/28/21,"2,205"
10/29/21,"1,554"
10/30/21,"1,169"
10/31/21,"1,269"
,"27,022"
