# ----------------------------------------
# Master
# Overview
# 20211201-20211215
# ----------------------------------------

Device Category,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Link Click - Apply (Goal 13 Conversion Rate),Link Click - Apply (Goal 13 Completions),Link Click - Apply (Goal 13 Value)
desktop,"9,969","8,688","12,813",32.79%,1.85,00:02:10,1.36%,174,$0.00
mobile,"7,139","6,780","8,543",58.12%,1.35,00:01:06,0.63%,54,$0.00
tablet,194,181,224,53.57%,1.37,00:01:01,1.34%,3,$0.00
,"17,302","15,649","21,580",43.03%,1.65,00:01:44,1.07%,231,$0.00

Day Index,Users
12/1/21,"1,659"
12/2/21,"1,363"
12/3/21,"1,228"
12/4/21,826
12/5/21,950
12/6/21,"1,686"
12/7/21,"1,454"
12/8/21,"1,346"
12/9/21,"1,460"
12/10/21,"1,078"
12/11/21,818
12/12/21,933
12/13/21,"1,431"
12/14/21,"1,700"
12/15/21,"1,337"
,"19,269"
