# ----------------------------------------
# Master
# Overview
# 20221101-20221115
# ----------------------------------------

Device Category,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Link Click - Apply (Goal 13 Conversion Rate),Link Click - Apply (Goal 13 Completions),Link Click - Apply (Goal 13 Value)
desktop,"9,703","7,822","13,601",22.54%,2.15,00:02:55,1.36%,185,$0.00
mobile,"5,691","5,452","6,744",34.07%,1.50,00:01:38,1.29%,87,$0.00
tablet,311,293,343,60.06%,1.29,00:00:50,0.58%,2,$0.00
,"15,705","13,567","20,688",26.92%,1.92,00:02:28,1.32%,274,$0.00

Day Index,Users
11/1/22,"1,468"
11/2/22,"1,523"
11/3/22,"1,361"
11/4/22,"1,237"
11/5/22,675
11/6/22,849
11/7/22,"1,353"
11/8/22,"1,505"
11/9/22,"1,332"
11/10/22,"1,252"
11/11/22,"1,123"
11/12/22,709
11/13/22,790
11/14/22,"1,496"
11/15/22,"1,445"
,"18,118"
