# ----------------------------------------
# Master
# Overview
# 20220501-20220515
# ----------------------------------------

Device Category,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Link Click - Apply (Goal 13 Conversion Rate),Link Click - Apply (Goal 13 Completions),Link Click - Apply (Goal 13 Value)
mobile,"14,424","13,563","18,383",67.33%,1.35,00:00:54,0.73%,134,$0.00
desktop,"10,369","8,689","13,753",30.74%,1.82,00:02:10,1.43%,197,$0.00
tablet,502,434,637,75.35%,1.30,00:01:00,0.16%,1,$0.00
,"25,295","22,686","32,773",52.13%,1.55,00:01:26,1.01%,332,$0.00

Day Index,Users
5/1/22,"1,532"
5/2/22,"2,103"
5/3/22,"1,888"
5/4/22,"2,114"
5/5/22,"1,978"
5/6/22,"1,979"
5/7/22,"1,617"
5/8/22,"1,550"
5/9/22,"2,475"
5/10/22,"2,140"
5/11/22,"2,126"
5/12/22,"2,067"
5/13/22,"1,950"
5/14/22,"1,697"
5/15/22,"1,745"
,"28,961"
