# ----------------------------------------
# Master
# Overview
# 20230501-20230515
# ----------------------------------------

Device Category,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Link Click - Apply (Goal 13 Conversion Rate),Link Click - Apply (Goal 13 Completions),Link Click - Apply (Goal 13 Value)
desktop,"8,548","6,839","12,311",21.28%,2.22,00:02:54,2.30%,283,$0.00
mobile,"5,079","4,757","6,067",34.93%,1.44,00:01:32,1.62%,98,$0.00
tablet,301,278,357,61.62%,1.28,00:01:17,1.68%,6,$0.00
,"13,928","11,874","18,735",26.47%,1.95,00:02:25,2.07%,387,$0.00

Day Index,Users
5/1/23,"1,334"
5/2/23,"1,234"
5/3/23,"1,191"
5/4/23,"1,147"
5/5/23,"1,235"
5/6/23,709
5/7/23,709
5/8/23,"1,437"
5/9/23,"1,218"
5/10/23,"1,260"
5/11/23,"1,250"
5/12/23,"1,127"
5/13/23,701
5/14/23,638
5/15/23,"1,273"
,"16,463"
