# ----------------------------------------
# Master
# Overview
# 20221001-20221015
# ----------------------------------------

Device Category,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Link Click - Apply (Goal 13 Conversion Rate),Link Click - Apply (Goal 13 Completions),Link Click - Apply (Goal 13 Value)
desktop,"9,755","8,134","13,510",25.98%,2.07,00:02:38,1.98%,267,$0.00
mobile,"5,899","5,612","6,974",38.99%,1.47,00:01:19,1.23%,86,$0.00
tablet,354,338,403,68.98%,1.33,00:00:58,1.49%,6,$0.00
,"16,008","14,084","20,887",31.15%,1.86,00:02:10,1.72%,359,$0.00

Day Index,Users
10/1/22,743
10/2/22,830
10/3/22,"1,502"
10/4/22,"1,439"
10/5/22,"1,372"
10/6/22,"1,402"
10/7/22,"1,168"
10/8/22,712
10/9/22,849
10/10/22,"1,487"
10/11/22,"1,483"
10/12/22,"1,656"
10/13/22,"1,600"
10/14/22,"1,357"
10/15/22,799
,"18,399"
