# ----------------------------------------
# Master
# Overview
# 20221116-20221130
# ----------------------------------------

Device Category,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Link Click - Apply (Goal 13 Conversion Rate),Link Click - Apply (Goal 13 Completions),Link Click - Apply (Goal 13 Value)
desktop,"7,728","6,366","10,038",25.43%,2.08,00:02:46,1.81%,182,$0.00
mobile,"4,780","4,525","5,586",36.93%,1.45,00:01:20,1.20%,67,$0.00
tablet,345,331,391,73.40%,1.23,00:00:54,0.77%,3,$0.00
,"12,853","11,222","16,015",30.62%,1.84,00:02:13,1.57%,252,$0.00

Day Index,Users
11/16/22,"1,564"
11/17/22,"1,473"
11/18/22,"1,118"
11/19/22,676
11/20/22,675
11/21/22,"1,225"
11/22/22,976
11/23/22,836
11/24/22,558
11/25/22,561
11/26/22,604
11/27/22,798
11/28/22,"1,157"
11/29/22,"1,000"
11/30/22,"1,126"
,"14,347"
