# ----------------------------------------
# Master
# Overview
# 20220816-20220831
# ----------------------------------------

Device Category,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Link Click - Apply (Goal 13 Conversion Rate),Link Click - Apply (Goal 13 Completions),Link Click - Apply (Goal 13 Value)
desktop,"9,063","7,856","12,347",25.31%,2.12,00:02:48,1.73%,213,$0.00
mobile,"4,908","4,703","5,899",36.58%,1.57,00:01:49,1.49%,88,$0.00
tablet,233,216,288,57.99%,1.58,00:01:31,1.04%,3,$0.00
,"14,204","12,775","18,534",29.41%,1.93,00:02:28,1.64%,304,$0.00

Day Index,Users
8/16/22,"1,073"
8/17/22,"1,106"
8/18/22,"1,043"
8/19/22,"1,003"
8/20/22,675
8/21/22,708
8/22/22,"1,190"
8/23/22,"1,087"
8/24/22,"1,231"
8/25/22,"1,088"
8/26/22,"1,004"
8/27/22,637
8/28/22,698
8/29/22,"1,225"
8/30/22,"1,261"
8/31/22,"1,190"
,"16,219"
