# ----------------------------------------
# Master
# Overview
# 20220916-20220930
# ----------------------------------------

Device Category,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Link Click - Apply (Goal 13 Conversion Rate),Link Click - Apply (Goal 13 Completions),Link Click - Apply (Goal 13 Value)
desktop,"10,752","9,076","14,548",27.93%,1.97,00:02:25,1.39%,202,$0.00
mobile,"6,775","6,457","8,019",41.60%,1.42,00:01:24,0.94%,75,$0.00
tablet,553,539,597,83.08%,1.18,00:00:41,0.50%,3,$0.00
,"18,080","16,072","23,164",34.08%,1.76,00:02:01,1.21%,280,$0.00

Day Index,Users
9/16/22,"1,559"
9/17/22,"1,258"
9/18/22,"1,048"
9/19/22,"1,742"
9/20/22,"1,476"
9/21/22,"1,486"
9/22/22,"1,520"
9/23/22,"1,204"
9/24/22,736
9/25/22,866
9/26/22,"1,753"
9/27/22,"1,687"
9/28/22,"1,534"
9/29/22,"1,646"
9/30/22,"1,058"
,"20,573"
